,Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
,5203,21/02/2020,009,018,030,048,071,1036340000,1,([EXTREMA][MG]),530201624,75,796676,5428,16553,141908,348,Não,1036340000,70000000,8681375797
,5204,22/02/2020,014,022,034,049,077,604269600,0,(),000,43,810220,3478,15063,86157,334,Sim,604269600,120000000,8708880640
,5205,26/02/2020,012,025,039,046,066,753288600,0,(),000,49,886352,4275,15277,106625,336,Sim,753288600,230000000,8743168455
,5206,27/02/2020,002,003,032,049,059,793530400,0,(),000,46,994595,4440,15495,120912,312,Sim,793530400,320000000,8779287977
,5207,28/02/2020,027,033,042,062,068,894107000,0,(),000,45,1145560,4858,15956,118835,358,Sim,894107000,420000000,8819985494
,5208,29/02/2020,033,044,045,077,078,1022151800,3,([CONDEUBA][BA][MINACU][GO][RECIFE][PE]),143994266,113,521528,7445,11903,161790,301,Não,1022151800,70000000,8866511290
,5209,02/03/2020,004,036,056,071,080,697355600,0,(),000,37,1086659,3694,16367,94607,351,Sim,697355600,160000000,8898253175
,5210,03/03/2020,010,032,066,070,077,794231400,0,(),000,48,953996,3798,18130,98785,383,Sim,794231400,250000000,8934404603
,5211,04/03/2020,008,026,050,070,079,874809200,0,(),000,35,1441073,3488,21744,99003,421,Sim,874809200,340000000,8974223733
,5212,05/03/2020,023,026,056,066,076,923330400,1,([BAGE][RS]),349393636,88,604944,5025,15930,119534,368,Não,923330400,70000000,9016251426
,5213,06/03/2020,018,020,033,036,066,712181600,0,(),000,79,519762,4962,12443,112588,301,Sim,712181600,160000000,9048668153
,5214,07/03/2020,009,024,031,056,060,750759800,0,(),000,62,698152,4261,15275,105204,340,Sim,750759800,250000000,9082840863
,5215,09/03/2020,002,042,046,073,074,812042400,0,(),000,55,851249,4482,15708,105969,365,Sim,812042400,330000000,9119803004
,5216,10/03/2020,002,031,047,055,060,868424800,0,(),000,50,1001390,3886,19375,106332,389,Sim,868424800,430000000,9159331531
,5217,11/03/2020,001,010,012,055,056,998355400,0,(),000,135,426375,8544,10130,180249,264,Sim,998355400,550000000,9204774173
,5218,12/03/2020,003,043,063,075,080,976885400,0,(),000,69,816273,5355,15816,129880,358,Sim,976885400,660000000,9249239555
,5219,13/03/2020,006,008,010,053,054,1092005000,0,(),000,120,524667,8710,10869,183340,284,Sim,1092005000,780000000,9298944894
,5220,14/03/2020,001,012,053,061,063,1049556000,1,([SAO GONCALO][RJ]),771088794,37,1635478,4362,20861,133691,374,Não,1049556000,70000000,9346718061
,5221,16/03/2020,009,039,040,052,059,622632400,0,(),000,34,1055829,3108,17368,77651,382,Sim,622632400,140000000,9375058733
,5222,17/03/2020,008,010,026,043,045,684196000,0,(),000,65,606887,5155,11507,118203,276,Sim,684196000,220000000,9406201625
,5223,18/03/2020,007,016,049,061,080,699808800,0,(),000,37,1090482,3377,17966,90001,370,Sim,699808800,280000000,9438055174
,5224,19/03/2020,036,037,070,072,075,626501200,0,(),000,44,820937,3030,17926,72815,410,Sim,626501200,340000000,9466571943
,5225,20/03/2020,021,024,054,065,072,656596600,0,(),000,31,1221174,3234,17602,83622,374,Sim,656596600,400000000,9496458580
,5226,21/03/2020,024,036,043,051,052,528021400,0,(),000,48,634236,2757,16604,68557,367,Sim,528021400,450000000,9520492796
,5227,23/03/2020,006,008,049,064,068,475790600,0,(),000,38,721894,2374,17376,64500,351,Sim,475790600,500000000,9542149596
,5228,24/03/2020,004,007,051,063,075,448615400,0,(),000,17,1521479,2174,17890,64692,330,Sim,448615400,550000000,9562569448
,5229,25/03/2020,004,006,027,057,071,508065800,0,(),000,32,915400,3122,14109,78051,310,Sim,508065800,600000000,9585695334
,5230,26/03/2020,011,015,055,057,060,563835200,0,(),000,58,560486,3642,13422,84984,316,Sim,563835200,680000000,9611359705
,5231,27/03/2020,007,014,034,049,063,657303200,0,(),000,56,676735,4069,14005,99184,316,Sim,657303200,760000000,9641278504
,5232,28/03/2020,022,026,059,061,065,660219600,0,(),000,38,1001718,3180,18000,77353,406,Sim,660219600,830000000,9671330051
,5233,30/03/2020,002,023,032,038,049,822485400,0,(),000,65,729551,5055,14106,120371,325,Sim,822485400,930000000,9708767530
,5234,31/03/2020,012,016,024,039,079,897819600,1,([BRASILIA][DF]),940137229,99,522871,5498,14158,135829,315,Não,897819600,50000000,9749634035
,5235,01/04/2020,008,018,025,073,078,454754000,0,(),000,25,1048763,2611,15100,67036,323,Sim,454754000,100000000,9770333302
,5236,02/04/2020,013,038,051,062,074,516895400,0,(),000,49,608201,2418,18533,62942,391,Sim,516895400,160000000,9793861089
,5237,03/04/2020,014,030,049,075,076,594207400,0,(),000,45,761318,2492,20673,71291,397,Sim,594207400,230000000,9820907925
,5238,04/04/2020,034,037,041,067,079,621412000,0,(),000,35,1023652,3036,17745,75812,390,Sim,621412000,300000000,9849193047
,5239,06/04/2020,004,029,034,046,073,658290200,1,([CAMAQUA][RS]),302219706,51,744197,3880,14709,94073,333,Não,658290200,50000000,9879156772
,5240,07/04/2020,005,008,038,041,079,467207000,0,(),000,35,769630,2482,16320,67148,331,Sim,467207000,100000000,9900422868
,5241,08/04/2020,014,028,036,052,060,529485400,0,(),000,38,803362,2722,16864,68597,368,Sim,529485400,160000000,9924523721
,5242,09/04/2020,022,031,033,059,063,593707400,0,(),000,27,1267796,3126,16466,79541,355,Sim,593707400,250000000,9951547799
,5243,11/04/2020,003,015,046,052,075,609112200,0,(),000,46,763449,3378,15633,88363,328,Sim,609112200,300000000,9979273064
,5244,13/04/2020,002,046,066,069,072,642471000,0,(),000,38,974789,3206,17374,83399,367,Sim,642471000,370000000,10008516740
,5245,14/04/2020,008,012,023,065,069,689219200,0,(),000,40,993432,4078,14653,103753,316,Sim,689219200,450000000,10039888276
,5246,15/04/2020,007,050,060,063,071,713212000,0,(),000,22,1869118,2752,22469,80166,424,Sim,713212000,530000000,10072351904
,5247,16/04/2020,016,021,053,060,061,752462000,0,(),000,41,1058136,3724,17518,91133,393,Sim,752462000,610000000,10106602095
,5248,17/04/2020,001,039,054,055,067,824472400,0,(),000,46,1033378,3677,19440,104593,375,Sim,824472400,700000000,10144130018
,5249,18/04/2020,002,010,011,050,070,819196800,0,(),000,110,429375,6417,11068,127358,306,Sim,819196800,800000000,10181417809
,5250,20/04/2020,013,021,040,050,060,869956200,1,([ALFENAS][MG]),797671594,64,783715,4989,15118,110891,374,Não,869956200,40000000,10221016041
,5251,22/04/2020,004,018,029,044,071,521399200,0,(),000,41,733208,3502,12908,83991,296,Sim,521399200,110000000,10244748831
,5252,23/04/2020,004,021,030,049,068,513557800,0,(),000,29,1021015,2370,18787,68223,358,Sim,513557800,170000000,10268124699
,5253,24/04/2020,003,007,024,065,074,603731600,0,(),000,41,848986,4215,12418,100278,287,Sim,603731600,240000000,10295605053
,5254,25/04/2020,014,026,047,058,070,594610000,0,(),000,54,634862,3182,16201,75508,375,Sim,594610000,300000000,10322670215
,5255,27/04/2020,011,015,043,051,073,666971800,0,(),000,45,854546,3607,16031,91847,346,Sim,666971800,380000000,10353029104
,5256,28/04/2020,021,025,033,057,074,716407400,0,(),000,68,607424,4191,14820,103206,331,Sim,716407400,460000000,10385638179
,5257,29/04/2020,026,038,041,077,079,763128400,0,(),000,54,814788,3732,17728,93981,387,Sim,763128400,550000000,10420373878
,5258,30/04/2020,004,011,044,057,070,858197200,0,(),000,65,761227,5739,12964,134259,304,Sim,858197200,640000000,10459436869
,5259,02/05/2020,029,049,057,070,078,892929800,0,(),000,30,1716077,3690,20980,104794,406,Sim,892929800,750000000,10500080804
,5260,04/05/2020,001,007,008,023,033,965730000,0,(),000,123,452680,9006,9297,182259,252,Sim,965730000,860000000,10544038419
,5261,05/05/2020,002,020,027,030,053,998788800,1,([LONDRINA][PR]),859797715,99,581674,7001,12368,152031,313,Não,998788800,40000000,10589500790
,5262,06/05/2020,020,034,060,066,069,578622200,0,(),000,29,1150371,2226,22536,62919,438,Sim,578622200,120000000,10615838227
,5263,07/05/2020,004,012,026,079,080,621235000,1,([BRASILIA][DF]),127433834,94,381038,4646,11592,102645,288,Não,621235000,40000000,10644115293
,5264,08/05/2020,003,010,022,038,045,569555600,0,(),000,96,342062,5042,9793,101178,268,Sim,569555600,130000000,10670040041
,5265,09/05/2020,017,023,026,034,073,636740800,0,(),000,45,815813,3910,14119,95823,316,Sim,636740800,200000000,10699022892
,5266,11/05/2020,004,010,018,058,072,657099000,0,(),000,60,631423,4870,11698,110949,282,Sim,657099000,270000000,10728932397
,5267,12/05/2020,016,039,040,059,060,702326400,1,([BRASILIA][DF]),272498896,48,843604,3297,18468,85233,392,Não,702326400,50000000,10760900541
,5268,13/05/2020,011,015,021,033,057,546511000,0,(),000,93,338810,5560,8522,99788,261,Sim,546511000,120000000,10785776357
,5269,14/05/2020,008,027,034,046,054,606920400,0,(),000,64,546755,4036,13037,92114,314,Sim,606920400,190000000,10813401858
,5270,15/05/2020,019,031,061,062,071,685097800,0,(),000,40,987492,3840,15468,84804,385,Sim,685097800,260000000,10844585798
,5271,16/05/2020,021,022,027,034,052,707480800,0,(),000,52,784426,4214,14555,101854,331,Sim,707480800,350000000,10876788557
,5272,18/05/2020,014,065,066,068,073,791100000,0,(),000,59,773073,4311,15910,92452,408,Sim,791100000,440000000,10912797452
,5273,19/05/2020,013,016,017,026,060,872960200,0,(),000,222,226716,6075,12458,141851,293,Sim,872960200,540000000,10952532419
,5274,20/05/2020,020,022,025,043,078,934299200,1,([VILA VELHA][ES]),546370611,71,758697,5114,15839,126438,352,Não,934299200,50000000,10995059383
,5275,21/05/2020,015,016,026,038,062,522693200,0,(),000,33,913216,2764,16395,70449,353,Sim,522693200,120000000,11018851072
,5276,22/05/2020,014,029,039,054,076,647236800,0,(),000,47,793974,3051,18392,82782,372,Sim,647236800,200000000,11048311675
,5277,23/05/2020,003,021,033,048,077,681766400,0,(),000,41,958722,4799,12316,110639,293,Sim,681766400,270000000,11079343979
,5278,25/05/2020,006,024,035,048,063,603432000,0,(),000,58,599848,4078,12829,87314,329,Sim,603432000,330000000,11106810697
,5279,26/05/2020,004,009,047,053,062,738243000,0,(),000,41,1038141,4777,13398,117927,298,Sim,738243000,420000000,11140413673
,5280,27/05/2020,001,048,049,052,063,806371400,0,(),000,36,1291437,3334,20969,98637,389,Sim,806371400,510000000,11177117684
,5281,28/05/2020,014,024,054,068,071,865225800,0,(),000,36,1385695,4213,17805,111351,370,Sim,865225800,600000000,11216500601
,5282,29/05/2020,020,035,036,071,077,1003648200,0,(),000,59,980777,4271,20373,118805,402,Sim,1003648200,730000000,11262184160
,5283,30/05/2020,012,038,040,053,068,1003660200,0,(),000,65,890254,4753,18307,126664,377,Sim,1003660200,840000000,11307868264
,5284,01/06/2020,010,012,029,065,079,1148809600,0,(),000,74,895070,6524,15266,167753,326,Sim,1148809600,970000000,11360159206
,5285,02/06/2020,012,025,051,060,074,1245057400,0,(),000,52,1380470,5631,19170,156614,379,Sim,1245057400,1100000000,11416831107
,5286,03/06/2020,033,036,044,071,075,1371456000,0,(),000,99,798707,7909,15034,199497,327,Sim,1371456000,1270000000,11479256357
,5287,04/06/2020,010,014,030,044,067,1574274400,0,(),000,112,810407,8594,15881,225797,332,Sim,1574274400,1410000000,11550913393
,5288,05/06/2020,006,024,026,029,032,1798507600,0,(),000,191,542900,12936,12054,279297,307,Sim,1798507600,1680000000,11632776965
,5289,06/06/2020,001,009,030,038,071,1838604800,0,(),000,85,1247126,9277,17183,252826,346,Sim,1838604800,1900000000,11716465659
,5290,08/06/2020,010,056,062,070,078,2078071200,1,([NOVA LONDRINA][PR]),1903988006,138,868205,9529,18907,254269,389,Não,2078071200,75000000,11811054266
,5291,09/06/2020,046,047,065,067,071,661430600,0,(),000,24,1588963,2605,22013,71581,440,Sim,661430600,150000000,11841160934
,5292,10/06/2020,012,028,037,039,067,784296600,0,(),000,43,1051605,3924,17328,107460,348,Sim,784296600,240000000,11876860156
,5293,12/06/2020,002,018,020,023,038,970550200,1,([MANAUS][AM]),256626781,150,373051,8016,10497,164719,280,Não,970550200,70000000,11921037175
,5294,13/06/2020,006,025,027,049,073,646590200,0,(),000,54,690361,3844,14583,95954,321,Sim,646590200,150000000,11950468346
,5295,15/06/2020,008,044,064,066,078,765709600,0,(),000,63,700752,4127,16086,101793,358,Sim,765709600,240000000,11985321534
,5296,16/06/2020,007,039,043,052,059,803015200,1,([SANTOS DUMONT][MG]),235283067,46,1006484,4219,16501,109223,350,Não,803015200,70000000,12021872780
,5297,17/06/2020,004,043,065,075,078,641974800,1,([CAMPINA GRANDE][PB]),68182539,43,860776,3147,17686,79124,386,Não,641974800,70000000,12051093869
,5298,18/06/2020,046,047,051,060,076,597296600,0,(),000,28,1229908,2292,22594,62786,453,Sim,597296600,14000000000,12078281318
,5299,27/06/2020,007,017,029,055,078,20542909400,5,([FORTALEZA][CE][CONCEICAO DAS ALAGOAS][MG][BELEM][PA][CAMBE][PR][COTIA][SP]),3051718325,1830,647220,139675,12751,3272755,299,Não,20542909400,70000000,000
,5300,29/06/2020,030,040,045,075,078,586656200,0,(),000,19,1780208,2370,21461,65439,427,Sim,586656200,140000000,26703126
,5301,30/06/2020,029,068,069,075,080,666726000,0,(),000,36,1067790,3257,17747,78163,406,Sim,666726000,210000000,57050828
,5302,01/07/2020,021,024,030,052,053,770283600,0,(),000,60,740185,3834,17418,101120,363,Sim,770283600,300000000,92112212
,5303,02/07/2020,023,031,034,072,079,815773400,0,(),000,49,959874,3782,18701,104751,371,Sim,815773400,400000000,129244180
,5304,03/07/2020,007,008,042,046,056,960604000,0,(),000,62,893292,5741,14506,149391,306,Sim,960604000,510000000,172968474
,5305,04/07/2020,023,030,053,058,080,959152800,0,(),000,68,813242,5045,16483,123731,369,Sim,959152800,610000000,216626713
,5306,06/07/2020,011,014,049,068,069,1064272400,0,(),000,74,829205,5518,16722,146007,347,Sim,1064272400,730000000,265069733
,5307,07/07/2020,004,005,030,043,061,1126685200,0,(),000,66,984236,5988,16313,163247,329,Sim,1126685200,860000000,316353628
,5308,08/07/2020,014,016,040,060,068,1198649800,0,(),000,83,832636,5335,19479,147982,386,Sim,1198649800,1000000000,370913172
,5309,09/07/2020,006,012,022,054,077,1283809400,0,(),000,131,565028,8932,12461,209315,292,Sim,1283809400,1150000000,429348968
,5310,10/07/2020,008,043,058,064,079,1405610200,0,(),000,109,743497,6873,17731,177944,376,Sim,1405610200,1300000000,493328832
,5311,11/07/2020,015,023,029,031,055,1358945000,0,(),000,134,584706,9321,12640,215587,300,Sim,1358945000,1450000000,555184612
,5312,13/07/2020,005,010,030,035,079,1547935000,0,(),000,150,594980,10384,12924,247024,298,Sim,1547935000,1620000000,625642745
,5313,14/07/2020,004,037,056,066,073,1594712000,0,(),000,111,828324,8220,16820,211857,358,Sim,1594712000,1800000000,698230050
,5314,15/07/2020,004,007,034,045,074,1832844400,0,(),000,149,709219,12611,12600,292965,298,Sim,1832844400,2000000000,781656546
,5315,16/07/2020,018,019,020,026,074,1829835800,0,(),000,187,564172,12862,12334,275542,316,Sim,1829835800,2200000000,864946099
,5316,17/07/2020,024,030,033,072,074,1966649800,0,(),000,113,1003435,9123,18689,260333,360,Sim,1966649800,2450000000,954463083
,5317,18/07/2020,006,021,030,066,079,1886153800,0,(),000,78,1394194,8495,19250,236499,380,Sim,1886153800,2650000000,1040316090
,5318,20/07/2020,020,025,037,046,079,2196333600,0,(),000,138,917614,9822,19387,280780,373,Sim,2196333600,2900000000,1140287706
,5319,21/07/2020,013,023,042,065,073,2325491200,0,(),000,171,784078,13042,15459,331411,334,Sim,2325491200,3150000000,1246138253
,5320,22/07/2020,025,029,050,071,075,2515958400,0,(),000,180,805882,12175,17916,318696,376,Sim,2515958400,3500000000,1360658390
,5321,23/07/2020,003,006,007,028,029,2705904400,3,([ARAXA][MG][JOAO ALFREDO][PE][RIO DE JANEIRO][RJ]),1154085613,466,334786,25118,9339,497304,259,Não,2705904400,70000000,1483824395
,5322,24/07/2020,009,042,046,047,049,741750600,0,(),000,75,570213,5175,12427,108386,326,Sim,741750600,160000000,1517587029
,5323,25/07/2020,035,050,061,062,066,764638000,0,(),000,38,1160147,2961,22389,76134,478,Sim,764638000,250000000,1552391440
,5324,27/07/2020,010,013,023,025,040,852108000,1,([PARAISO DO TOCANTINS][TO]),250490027,120,409406,7243,10199,156804,259,Não,852108000,70000000,1591177268
,5325,28/07/2020,003,041,052,059,068,649395400,0,(),000,64,585019,2616,21522,73835,419,Sim,649395400,150000000,1620736124
,5326,29/07/2020,026,035,037,050,052,771891400,0,(),000,56,794710,3312,20206,95087,387,Sim,771891400,240000000,1655870692
,5327,30/07/2020,003,010,025,043,049,798626000,2,([CURITIBA][PR][CANOAS][RS]),117885694,110,418593,6619,10460,145257,262,Não,798626000,70000000,1692222153
,5328,31/07/2020,014,042,044,051,065,727990000,0,(),000,47,893035,3652,17282,95323,364,Sim,727990000,160000000,1725358439
,5329,01/08/2020,012,031,036,052,074,788552200,0,(),000,44,1033281,3736,18299,101530,370,Sim,788552200,250000000,1761251365
,5330,03/08/2020,001,004,020,025,076,892009200,0,(),000,87,591141,6073,12734,142175,299,Sim,892009200,350000000,1801853396
,5331,04/08/2020,034,049,059,070,074,959270600,0,(),000,33,1675977,3492,23816,106628,428,Sim,959270600,470000000,1845516997
,5332,05/08/2020,006,024,033,064,074,1133331400,0,(),000,93,702611,7733,12706,166374,324,Sim,1133331400,600000000,1897103410
,5333,06/08/2020,016,040,043,063,077,1146700200,0,(),000,66,1001721,5601,17750,140505,389,Sim,1146700200,720000000,1949298338
,5334,07/08/2020,008,013,020,031,037,1363254400,1,([RIBEIRAO PRETO][SP]),744632250,174,451719,10502,11254,224691,289,Não,1363254400,70000000,2011350271
,5335,08/08/2020,013,015,045,054,058,731696600,0,(),000,88,479391,5855,10834,125176,278,Sim,731696600,160000000,2044655273
,5336,10/08/2020,018,035,072,077,080,806953400,0,(),000,55,845915,4711,14850,110913,346,Sim,806953400,250000000,2081385775
,5337,11/08/2020,011,023,038,051,068,853311200,0,(),000,75,655975,4397,16825,115194,353,Sim,853311200,350000000,2120226370
,5338,12/08/2020,005,029,052,067,073,990375600,0,(),000,75,761341,5514,15572,134599,350,Sim,990375600,470000000,2165305792
,5339,13/08/2020,015,026,034,041,064,963650200,0,(),000,45,1234661,4303,19416,119675,383,Sim,963650200,570000000,2209168741
,5340,14/08/2020,016,043,065,066,071,1137498600,2,([PORTO ALEGRE][RS][GUARULHOS][SP]),291193647,70,936901,5671,17390,140330,386,Não,1137498600,70000000,2260944835
,5341,15/08/2020,008,021,025,034,071,661599200,0,(),000,35,1089852,3350,17122,94146,335,Sim,661599200,150000000,2291059178
,5342,17/08/2020,009,017,039,055,069,791777800,0,(),000,99,461115,5810,11815,124713,302,Sim,791777800,250000000,2327098925
,5343,18/08/2020,013,033,044,054,059,811811400,0,(),000,106,441560,6563,10724,141164,274,Sim,811811400,330000000,2364050552
,5344,19/08/2020,013,039,050,064,077,913131400,0,(),000,50,1052941,4101,19304,113855,382,Sim,913131400,450000000,2405614011
,5345,20/08/2020,013,016,046,054,062,940682800,0,(),000,89,609388,5778,14115,135980,329,Sim,940682800,550000000,2448431542
,5346,21/08/2020,010,023,049,063,069,1057827400,0,(),000,76,802494,5849,15680,150347,335,Sim,1057827400,670000000,2496581202
,5347,22/08/2020,005,028,031,058,076,1041955800,1,([TOBIAS BARRETO][SE]),660481689,88,682665,5843,15460,141349,351,Não,1041955800,70000000,2544008427
,5348,24/08/2020,039,053,055,058,078,652487200,0,(),000,48,783739,3396,16658,85606,363,Sim,652487200,150000000,2573708014
,5349,25/08/2020,022,029,051,058,063,698805400,0,(),000,29,1389309,3051,19857,83477,399,Sim,698805400,230000000,2605515889
