,Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
,5000,13/06/2019,009,012,035,036,059,932502900,0,(),000,155,346858,9523,8489,202920,219,Sim,932502900,700000000,11036860412
,5001,14/06/2019,012,032,045,064,080,1059791550,0,(),000,66,925785,7053,13027,189597,266,Sim,1059791550,14000000000,11799750947
,5002,24/06/2019,017,027,053,078,079,17042909850,0,([AL][AM][AP][BA][CE][DF][ES][GO][MA][MG][MS][MT][PA][PB][PE][PI][PR][RJ][RN][RO][RS][SC][SE][SP][TO][Canal Eletrônico][XX]),000,1577,9745178,126311,11698,3205181,253,Não,17042909850,60000000,000
,5003,25/06/2019,024,050,065,072,079,591899400,0,(),000,39,875018,3235,15863,89752,314,Sim,591899400,130000000,26941336
,5004,26/06/2019,032,045,066,073,075,696190350,0,(),000,53,757331,4807,12556,121736,272,Sim,696190350,210000000,58629657
,5005,27/06/2019,029,033,064,068,074,732515850,0,(),000,76,555695,5038,12605,124231,281,Sim,732515850,300000000,91971396
,5006,28/06/2019,013,019,028,034,054,848527650,0,(),000,105,465919,9847,7470,210367,192,Sim,848527650,400000000,130593614
,5007,29/06/2019,015,019,021,043,044,859393050,1,([Aracaju][SE]),395990892,126,393237,8383,8888,192241,213,Não,859393050,60000000,169710390
,5008,01/07/2019,010,011,018,037,050,647465250,0,(),000,67,557154,6151,9126,143680,214,Sim,647465250,140000000,199180902
,5009,02/07/2019,013,014,024,029,046,705735450,0,(),000,123,330804,9017,6785,170540,197,Sim,705735450,220000000,231303684
,5010,03/07/2019,017,020,045,048,062,820885500,0,(),000,89,531773,5902,12058,153227,255,Sim,820885500,320000000,268667721
,5011,04/07/2019,008,014,026,045,061,857145150,2,([JUIZ DE FORA][MG][RIO DE JANEIRO][RJ]),160967084,93,531380,6741,11024,163012,250,Não,857145150,60000000,307682181
,5012,05/07/2019,011,056,061,069,078,686965950,0,(),000,38,1042282,3537,16838,100353,326,Sim,686965950,150000000,338950637
,5013,06/07/2019,007,013,034,068,078,750305700,0,(),000,64,675915,6162,10556,161253,221,Sim,750305700,240000000,373102112
,5014,08/07/2019,013,038,051,062,076,797639550,0,(),000,74,621453,4970,13914,132635,286,Sim,797639550,300000000,409408070
,5015,09/07/2019,026,043,052,060,076,651385350,0,(),000,39,962957,3680,15346,98837,314,Sim,651385350,380000000,439057013
,5016,10/07/2019,017,027,033,050,077,940854450,0,(),000,125,433956,9078,8985,202736,221,Sim,940854450,500000000,481881648
,5017,11/07/2019,011,018,028,030,069,959806800,0,(),000,96,576429,7378,11278,183681,249,Sim,959806800,650000000,525568931
,5018,12/07/2019,011,012,017,030,066,1133675250,0,(),000,134,487773,10628,9248,240611,224,Sim,1133675250,750000000,577170141
,5019,13/07/2019,032,041,045,053,066,1164603450,1,([IGARAPAVA][SP]),752492782,88,763008,8266,12215,195151,284,Não,1164603450,60000000,630179101
,5020,15/07/2019,007,033,044,057,065,626727900,1,([Canal Eletrônico][XX]),66562100,117,308836,5958,9119,137865,216,Não,626727900,60000000,658705716
,5021,16/07/2019,003,004,023,034,078,599850450,1,([SÃO LUIS][MA]),63707560,49,705798,5400,9630,135419,211,Não,599850450,60000000,686008958
,5022,17/07/2019,006,010,026,039,065,627329100,0,(),000,57,634533,5223,10413,126547,236,Sim,627329100,140000000,714562938
,5023,18/07/2019,005,037,049,052,067,672007050,1,([MACAÍBA][RN]),137996956,81,478324,6288,9265,133234,240,Não,672007050,60000000,745150513
,5024,19/07/2019,004,038,048,056,068,633059700,0,(),000,88,414759,4678,11732,112008,269,Sim,633059700,140000000,773965331
,5025,20/07/2019,006,019,046,059,061,690039900,0,(),000,59,674304,5531,10816,133747,246,Sim,690039900,220000000,805373702
,5026,22/07/2019,033,043,069,071,073,762740100,0,(),000,67,656350,5097,12973,124606,291,Sim,762740100,310000000,840091151
,5027,23/07/2019,017,021,031,061,079,819708450,0,(),000,59,801015,5027,14137,137694,283,Sim,819708450,400000000,877401614
,5028,24/07/2019,009,067,068,071,072,914854800,0,(),000,92,573321,5877,13496,148734,293,Sim,914854800,500000000,919042828
,5029,25/07/2019,005,016,053,055,074,937680450,2,([FORTALEZA][CE][SÃO PAULO][SP]),252667883,69,783501,7736,10508,190356,234,Não,937680450,60000000,961722991
,5030,26/07/2019,005,018,028,070,075,595289100,0,(),000,43,798166,4197,12297,115083,246,Sim,595289100,130000000,988818615
,5031,27/07/2019,033,035,050,054,073,677301150,0,(),000,56,697312,4569,12852,120563,267,Sim,677301150,210000000,1019647160
,5032,29/07/2019,003,012,022,029,031,748252500,0,(),000,104,414809,7841,8273,164219,217,Sim,748252500,300000000,1053705180
,5033,30/07/2019,011,016,064,075,077,812607150,0,(),000,41,1142695,4911,14345,142408,272,Sim,812607150,390000000,1090692414
,5034,31/07/2019,012,018,026,048,056,891305400,1,([SÃO MATEUS][ES]),395590390,183,280808,9605,8045,194670,218,Não,891305400,60000000,1131261738
,5035,01/08/2019,023,034,050,053,078,605650950,1,([VERANÓPOLIS][RS]),64323607,40,872963,4242,12378,105333,274,Não,605650950,60000000,1158829000
,5036,02/08/2019,002,021,041,055,080,652012050,0,(),000,53,709273,4208,13433,111961,277,Sim,652012050,150000000,1188506467
,5037,03/08/2019,004,018,040,049,078,705262800,0,(),000,66,616085,5471,11176,134163,250,Sim,705262800,220000000,1220607735
,5038,05/08/2019,001,004,033,034,070,775436550,0,(),000,73,612430,5903,11388,154560,239,Sim,775436550,300000000,1255903085
,5039,06/08/2019,013,016,028,040,056,823896450,0,(),000,80,593767,6957,10267,166525,235,Sim,823896450,410000000,1293404171
,5040,07/08/2019,020,029,050,051,072,1014495300,0,(),000,77,759614,5508,15968,154951,312,Sim,1014495300,530000000,1339580697
,5041,08/08/2019,002,017,025,041,068,1115786850,0,(),000,89,722811,8421,11487,211615,251,Sim,1115786850,660000000,1390367684
,5042,09/08/2019,039,056,066,070,075,1238740050,0,(),000,83,860470,7164,14991,190867,309,Sim,1238740050,820000000,1446751101
,5043,10/08/2019,017,029,033,044,070,1285512000,1,([SALVADOR][BA]),808346971,127,583588,10793,10326,262601,233,Não,1285512000,60000000,1505263426
,5044,12/08/2019,035,051,064,066,072,628345200,0,(),000,40,905674,3630,15007,95057,315,Sim,628345200,140000000,1533863656
,5045,13/08/2019,002,009,012,013,058,745189500,0,(),000,158,271921,10177,6348,197540,179,Sim,745189500,230000000,1567782258
,5046,14/08/2019,002,016,021,046,060,813439200,0,(),000,72,651368,5980,11793,141254,274,Sim,813439200,320000000,1604807365
,5047,15/08/2019,009,023,062,064,074,820443900,0,(),000,51,927496,5042,14107,140972,277,Sim,820443900,410000000,1642151302
,5048,16/08/2019,019,031,038,057,074,998059500,0,(),000,76,757141,6345,13637,175833,270,Sim,998059500,530000000,1687579724
,5049,17/08/2019,023,048,053,056,077,991383150,0,(),000,157,364062,8765,9806,192189,245,Sim,991383150,640000000,1732704260
,5050,19/08/2019,006,016,036,045,063,1056502800,0,(),000,129,472188,9064,10105,206318,244,Sim,1056502800,750000000,1780792830
,5051,20/08/2019,019,024,034,054,077,1175239650,0,(),000,133,509458,9618,10593,240092,233,Sim,1175239650,900000000,1834285916
,5052,21/08/2019,002,004,036,042,056,1253701500,0,(),000,169,427702,11277,9638,265884,224,Sim,1253701500,1000000000,1891350331
,5053,22/08/2019,018,019,028,054,073,1331125800,0,(),000,109,704087,10959,10530,273653,231,Sim,1331125800,1200000000,1951938846
,5054,23/08/2019,005,029,044,074,077,1485445200,0,(),000,226,378950,13572,9489,306102,231,Sim,1485445200,1360000000,2019551479
,5055,24/08/2019,004,040,041,060,063,1393224150,0,(),000,84,956259,8242,14655,213163,311,Sim,1393224150,1500000000,2082966511
,5056,26/08/2019,015,046,053,061,072,1572009300,0,(),000,134,676369,10307,13223,262943,285,Sim,1572009300,1700000000,2154519260
,5057,27/08/2019,031,033,058,059,068,1717934550,0,(),000,131,756082,10912,13649,291608,280,Sim,1717934550,1900000000,2232714051
,5058,28/08/2019,016,030,054,061,067,1800783300,0,(),000,139,746931,10035,15558,276379,310,Sim,1800783300,2100000000,2314679848
,5059,29/08/2019,016,027,042,053,066,1902972750,0,(),000,212,517524,14139,11668,360912,251,Sim,1902972750,2300000000,2401296977
,5060,30/08/2019,003,023,029,046,057,2096454300,0,(),000,294,411123,19459,9340,438247,228,Sim,2096454300,2550000000,2496720756
,5061,31/08/2019,009,039,063,069,075,1910420250,0,(),000,173,636673,13499,12269,331250,275,Sim,1910420250,2700000000,2583676870
,5062,02/09/2019,007,009,020,033,061,2275196550,0,(),000,232,565411,20141,9793,478998,226,Sim,2275196550,3000000000,2687236415
,5063,03/09/2019,007,040,062,064,072,2367247800,0,(),000,190,718329,12929,15874,374415,301,Sim,2367247800,3200000000,2794985833
,5064,04/09/2019,006,035,058,063,073,2441837700,1,([CAMPOS DOS GOYTACAZES][RJ]),3268689402,264,533269,16935,12500,417801,278,Não,2441837700,70000000,2906130341
,5065,05/09/2019,015,020,066,069,076,643267200,0,(),000,30,1236242,3298,16910,96661,317,Sim,643267200,140000000,2935409771
,5066,06/09/2019,015,029,036,059,075,788407800,1,([MACEIÓ][AL]),152052101,79,575384,5727,11935,138921,270,Não,788407800,60000000,2971295530
,5067,09/09/2019,009,012,016,023,048,653034450,0,(),000,175,215145,8958,6320,166471,187,Sim,653034450,140000000,3001019534
,5068,10/09/2019,005,027,037,039,075,742558650,0,(),000,84,509666,6306,10209,153151,231,Sim,742558650,230000000,3034818388
,5069,11/09/2019,012,019,025,054,061,878180700,0,(),000,111,456137,9394,8104,203384,205,Sim,878180700,350000000,3074790317
,5070,12/09/2019,030,054,055,064,078,902896950,0,(),000,54,964002,5192,15077,142168,302,Sim,902896950,440000000,3115887250
,5071,13/09/2019,001,050,053,070,072,1072425300,0,(),000,68,909268,5688,16346,165850,308,Sim,1072425300,570000000,3164700560
,5072,14/09/2019,006,015,050,051,068,1019134350,0,(),000,113,519980,7360,12005,173629,279,Sim,1019134350,670000000,3211088240
,5073,16/09/2019,010,014,060,077,078,1125550650,0,(),000,88,737422,7400,13186,204437,262,Sim,1125550650,800000000,3262319644
,5074,17/09/2019,009,020,031,036,069,1211640750,0,(),000,98,712822,8774,11972,225163,256,Sim,1211640750,940000000,3317469590
,5075,18/09/2019,015,023,047,070,075,1326652350,0,(),000,125,611901,9640,11931,238850,264,Sim,1326652350,1100000000,3377854490
,5076,19/09/2019,002,016,033,038,056,1308206400,0,(),000,266,283549,13102,8656,282694,220,Sim,1308206400,1230000000,3437399789
,5077,20/09/2019,005,018,038,041,044,1421792700,0,(),000,225,364324,13381,9212,298280,227,Sim,1421792700,1390000000,3502115167
,5078,21/09/2019,005,040,047,067,078,1366274700,0,(),000,92,856217,8040,14733,223808,291,Sim,1366274700,1530000000,3564303547
,5079,23/09/2019,015,024,032,033,047,1530615000,0,(),000,167,528433,14772,8983,322768,226,Sim,1530615000,1700000000,3633973316
,5080,24/09/2019,040,044,058,060,077,1544059500,1,([ITANHAÉM][SP]),1710238827,230,387059,10241,13071,256972,286,Não,1544059500,60000000,3704255046
,5081,25/09/2019,011,021,022,069,074,669122550,0,(),000,36,1071628,4215,13763,114681,278,Sim,669122550,150000000,3734711833
,5082,26/09/2019,011,038,065,069,070,705195750,0,(),000,35,1161669,3931,15553,106572,315,Sim,705195750,230000000,3766810582
,5083,27/09/2019,037,038,049,053,072,876024300,0,(),000,55,918321,6263,12126,155639,268,Sim,876024300,340000000,3806685020
,5084,28/09/2019,008,026,030,033,065,905347050,0,(),000,111,470254,7597,10332,175517,245,Sim,905347050,430000000,3847894155
,5085,30/09/2019,010,036,060,073,080,1015989000,1,([BERTIOGA][SP]),443063558,116,504977,7807,11282,182226,265,Não,1015989000,60000000,3894139436
,5086,01/10/2019,004,012,020,045,062,661855650,0,(),000,58,657925,5814,9869,136363,231,Sim,661855650,150000000,3924265453
,5087,02/10/2019,002,011,024,039,073,814431000,0,(),000,61,769778,6081,11611,161423,240,Sim,814431000,250000000,3961336316
,5088,03/10/2019,007,022,056,062,066,845084550,2,([RESENDE][RJ][VOLTA REDONDA][RJ]),123273516,86,566555,5853,12518,150210,268,Não,845084550,60000000,3999802454
,5089,04/10/2019,008,021,031,058,069,703671450,0,(),000,43,943501,4648,13125,115697,290,Sim,703671450,160000000,4031831821
,5090,05/10/2019,014,019,022,051,065,764422950,0,(),000,103,427895,6062,10932,151504,240,Sim,764422950,250000000,4066626443
,5091,07/10/2019,008,025,059,060,078,850207500,0,(),000,89,550777,5902,12489,144551,280,Sim,850207500,350000000,4105325765
,5092,08/10/2019,015,024,049,065,066,910903650,0,(),000,82,640471,6405,12330,165914,261,Sim,910903650,450000000,4146787823
,5093,09/10/2019,025,034,054,065,066,1001749350,0,(),000,87,663866,6903,12581,182837,261,Sim,1001749350,560000000,4192384950
,5094,10/10/2019,006,010,021,028,077,1014988500,0,(),000,116,504480,9485,9277,218249,221,Sim,1014988500,670000000,4238584691
,5095,11/10/2019,020,024,031,039,049,1174105050,0,(),000,114,593803,8388,12135,206346,271,Sim,1174105050,800000000,4292027019
,5096,14/10/2019,032,046,051,058,070,1142080650,0,(),000,61,1079463,5874,16857,162591,334,Sim,1142080650,930000000,4344011676
,5097,15/10/2019,009,021,022,037,052,1168599600,1,([SAO PAULO][SP]),927268865,109,618131,9349,10837,229025,243,Não,1168599600,60000000,4397203410
,5098,16/10/2019,032,055,070,073,077,661369950,0,(),000,53,719465,4351,13178,101365,311,Sim,661369950,140000000,4427307318
,5099,17/10/2019,006,007,052,056,057,697922250,0,(),000,70,574844,5463,11076,140550,236,Sim,697922250,230000000,4459074994
,5100,18/10/2019,022,027,033,038,065,836746500,0,(),000,81,595593,6817,10641,170228,234,Sim,836746500,330000000,4497161604
,5101,19/10/2019,002,014,027,046,055,832107450,0,(),000,126,380758,7933,9094,174458,227,Sim,832107450,420000000,4535037057
,5102,21/10/2019,008,024,056,061,062,865990650,0,(),000,72,693460,6055,12399,155061,266,Sim,865990650,500000000,4574454787
,5103,22/10/2019,001,009,014,020,078,935147100,0,(),000,121,445590,8678,9342,190659,233,Sim,935147100,620000000,4617020346
,5104,23/10/2019,017,018,041,061,073,1029901950,0,(),000,58,1023785,5430,16444,164907,297,Sim,1029901950,740000000,4663898909
,5105,24/10/2019,005,013,046,069,073,959183100,1,([PARA DE MINAS][MG]),724161917,156,354501,8391,9910,198480,230,Não,959183100,60000000,4707558527
,5106,25/10/2019,042,064,065,066,072,617508000,1,([NOVA IGUACU][RJ]),65583981,95,374766,4958,10798,101548,289,Não,617508000,60000000,4735665949
,5107,26/10/2019,004,017,031,058,060,591456750,0,(),000,55,620014,4382,11702,111279,253,Sim,591456750,130000000,4762587582
,5108,28/10/2019,009,045,050,052,058,683418150,0,(),000,40,985071,4486,13208,119160,273,Sim,683418150,210000000,4793695070
,5109,29/10/2019,014,034,040,042,062,722079150,0,(),000,57,730383,4173,15002,115546,297,Sim,722079150,300000000,4826562308
,5110,30/10/2019,001,042,057,059,074,799290000,0,(),000,44,1047352,4511,15362,125109,304,Sim,799290000,390000000,4862943992
,5111,31/10/2019,002,021,022,052,074,825109950,1,([BIGUACU][SC]),384614954,83,573158,6511,10987,145482,270,Não,825109950,60000000,4900500936
,5112,01/11/2019,005,032,042,049,062,692911650,0,(),000,53,753777,4829,12440,123598,267,Sim,692911650,150000000,4932040542
,5113,04/11/2019,009,014,028,045,069,743872500,0,(),000,99,433216,7093,9092,157150,225,Sim,743872500,230000000,4965899760
,5114,05/11/2019,005,011,046,048,071,765067800,0,(),000,151,292122,6578,10083,157494,231,Sim,765067800,320000000,5000723734
,5115,06/11/2019,022,034,049,054,080,873839250,0,(),000,70,719738,5498,13779,152070,274,Sim,873839250,420000000,5040498714
,5116,07/11/2019,007,015,016,049,079,892111350,0,(),000,75,685802,7199,10743,182773,232,Sim,892111350,520000000,5081105393
,5117,08/11/2019,037,045,048,074,075,1026903450,0,(),000,103,574822,7115,12513,179098,273,Sim,1026903450,650000000,5127847473
,5118,09/11/2019,044,045,054,066,074,938168400,1,([CANAL ELETRONICO][--]),630115755,109,496244,7317,11116,175827,254,Não,938168400,60000000,5170550553
,5119,11/11/2019,018,029,033,036,039,676622800,0,(),000,72,541820,4897,11979,108152,298,Sim,676622800,140000000,5201348733
,5120,12/11/2019,038,051,053,060,062,754239800,0,(),000,29,1499520,2841,23017,81363,442,Sim,754239800,240000000,5235679844
,5121,13/11/2019,001,042,045,049,075,849991400,1,([SANANDUVA][RS]),242243800,80,612584,4814,15308,116421,348,Não,849991400,60000000,5274369329
,5122,14/11/2019,005,011,034,042,077,675090200,1,([COLINA][SP]),71699642,80,486533,4814,12158,114946,280,Não,675090200,60000000,5305097748
,5123,16/11/2019,011,031,041,045,061,662135600,0,(),000,48,795329,3318,17301,75309,419,Sim,662135600,150000000,5335236506
,5124,18/11/2019,003,038,049,050,068,741058400,0,(),000,19,2248742,3146,20422,90375,391,Sim,741058400,240000000,5368967633
,5125,19/11/2019,025,047,062,066,075,786118800,0,(),000,49,924981,3891,17516,97843,383,Sim,786118800,320000000,5404749798
,5126,20/11/2019,016,023,042,047,075,650289000,0,(),000,68,551364,4264,13222,95179,325,Sim,650289000,380000000,5434349329
,5127,21/11/2019,019,031,050,059,062,875480600,1,([PATY DO ALFERES][RJ]),394569612,42,1201816,3736,20316,108834,383,Não,875480600,60000000,5474199017
,5128,22/11/2019,002,025,032,041,071,648392400,0,(),000,23,1625365,2741,20509,79719,387,Sim,648392400,140000000,5503712220
,5129,23/11/2019,036,050,055,069,074,704835200,0,(),000,50,812753,2966,20603,79358,423,Sim,704835200,220000000,5535794558
,5130,25/11/2019,005,012,019,038,042,790967000,0,(),000,160,285022,8622,7953,161582,233,Sim,790967000,320000000,5571797400
,5131,26/11/2019,026,045,046,073,080,844921200,0,(),000,48,1014882,4102,17858,110363,365,Sim,844921200,400000000,5610256102
,5132,27/11/2019,007,012,033,044,063,889138400,0,(),000,96,533997,7175,10744,158275,267,Sim,889138400,500000000,5650727460
,5133,28/11/2019,017,035,052,054,062,924243200,0,(),000,61,873569,5509,14545,131509,335,Sim,924243200,620000000,5692796701
,5134,29/11/2019,006,015,018,027,080,1049799600,0,(),000,83,729237,6805,13375,165738,302,Sim,1049799600,740000000,5740580956
,5135,30/11/2019,001,009,014,048,056,1009680200,1,([NOVA PETROPOLIS][RS]),728793441,109,534070,7528,11628,164611,292,Não,1009680200,60000000,5786539075
,5136,02/12/2019,041,043,051,060,061,669483600,0,(),000,37,1043227,2975,19510,66541,479,Sim,669483600,150000000,5817012295
,5137,03/12/2019,009,013,015,020,053,785977200,0,(),000,99,457737,7182,9488,147316,254,Sim,785977200,250000000,5852788014
,5138,04/12/2019,015,025,036,039,066,880265200,0,(),000,48,1057336,4703,16227,125052,335,Sim,880265200,350000000,5892855486
,5139,05/12/2019,001,005,034,048,069,922767600,0,(),000,53,1003824,5126,15607,140553,313,Sim,922767600,450000000,5934857562
,5140,06/12/2019,002,003,006,043,073,1019388200,0,(),000,101,581915,7330,12057,170141,285,Sim,1019388200,560000000,5981257566
,5141,07/12/2019,014,019,031,066,071,1062330000,0,(),000,60,1020820,5276,17457,147586,343,Sim,1062330000,700000000,6029612172
,5142,09/12/2019,013,029,039,050,057,1105970600,0,(),000,67,951721,5907,16232,157401,335,Sim,1105970600,800000000,6079953190
,5143,10/12/2019,011,024,034,056,075,1157916000,1,([SAO PAULO][SP]),807612279,60,1112671,6805,14752,172850,319,Não,1157916000,60000000,6132658632
,5144,11/12/2019,001,007,017,036,046,690126000,0,(),000,61,652288,4944,12102,117684,279,Sim,690126000,150000000,6164071443
,5145,12/12/2019,008,027,029,056,080,772748800,1,([CATANDUVA][SP]),155368275,59,755139,4458,15028,114371,322,Não,772748800,70000000,6199245038
,5146,13/12/2019,004,037,047,052,079,724119800,0,(),000,67,623127,3701,16963,97318,354,Sim,724119800,160000000,6232205163
,5147,14/12/2019,009,019,042,061,073,763895400,0,(),000,56,786478,4394,15072,115380,315,Sim,763895400,250000000,6266975772
,5148,16/12/2019,006,011,032,064,075,832115800,0,(),000,69,695306,4240,17015,113077,350,Sim,832115800,340000000,6304851605
,5149,17/12/2019,007,014,043,064,076,841475200,2,([CANAL ELETRONICO][--][VILA VALERIO][ES]),167893145,93,521674,4861,15008,119190,336,Não,841475200,70000000,6343153455
,5150,18/12/2019,029,043,044,056,077,683195400,0,(),000,56,703393,4205,14086,101226,321,Sim,683195400,160000000,6374250803
,5151,19/12/2019,029,033,051,059,060,733403800,0,(),000,61,693193,3874,16413,93832,372,Sim,733403800,230000000,6407633512
,5152,20/12/2019,009,037,041,071,073,826396200,0,(),000,52,916275,4270,16779,102217,385,Sim,826396200,320000000,6445249002
,5153,21/12/2019,028,033,038,042,069,843026400,0,(),000,51,953041,4379,16691,116917,343,Sim,843026400,420000000,6483621458
,5154,23/12/2019,018,032,037,042,059,976841200,0,(),000,43,1309774,5238,16168,131396,354,Sim,976841200,500000000,6528084828
,5155,24/12/2019,001,021,042,053,079,795352600,0,(),000,44,1042192,3180,21684,99903,379,Sim,795352600,600000000,6564287292
,5156,26/12/2019,005,006,022,057,080,1040846800,0,(),000,78,769366,6789,13292,168201,295,Sim,1040846800,750000000,6611664037
,5157,27/12/2019,014,021,057,058,078,1158549800,0,(),000,49,1363199,5275,19041,146397,377,Sim,1158549800,880000000,6664398328
,5158,28/12/2019,001,004,024,040,041,1051010200,0,(),000,147,412221,7439,12249,156836,319,Sim,1051010200,970000000,6712237686
,5159,30/12/2019,002,005,022,066,078,1261809000,0,(),000,91,799453,8179,13375,205007,293,Sim,1261809000,1130000000,6769672078
,5160,02/01/2020,010,029,044,056,069,1766838600,2,([CORACAO DE MARIA][BA][QUILOMBO][SC]),591430800,124,821516,11125,13769,261380,322,Não,1766838600,70000000,6850094156
,5161,03/01/2020,011,014,015,047,070,716326800,0,(),000,45,917782,4592,13524,106513,320,Sim,716326800,160000000,6882699562
,5162,04/01/2020,006,011,013,033,063,782420400,1,([CAMPO GRANDE][MS]),159178193,95,474851,8250,8222,154247,241,Não,782420400,70000000,6918313384
,5163,06/01/2020,048,056,070,071,075,719550800,0,(),000,30,1382869,2993,20843,79820,429,Sim,719550800,160000000,6951065539
,5164,07/01/2020,011,062,065,074,080,816640600,0,(),000,45,1046307,3392,20873,94205,413,Sim,816640600,260000000,6988236977
,5165,08/01/2020,005,007,018,025,057,898913400,1,([FEIRA DE SANTANA][BA]),258626392,146,354982,10174,7660,182150,235,Não,898913400,70000000,7029153269
,5166,09/01/2020,006,027,032,041,055,695361600,0,(),000,34,1179160,3764,16016,95176,348,Sim,695361600,160000000,7060804392
,5167,10/01/2020,017,018,038,054,060,831422200,0,(),000,48,998668,4093,17611,115361,343,Sim,831422200,260000000,7098648653
,5168,11/01/2020,011,026,058,061,070,830988200,0,(),000,62,772759,3876,18587,97975,404,Sim,830988200,350000000,7136473160
,5169,13/01/2020,023,032,065,072,079,898024000,0,(),000,48,1078668,4474,17402,110754,386,Sim,898024000,450000000,7177348969
,5170,14/01/2020,004,013,016,045,080,956896600,0,(),000,95,580741,7153,11598,168203,271,Sim,956896600,560000000,7220904511
,5171,15/01/2020,042,047,052,061,066,1015903200,0,(),000,38,1541379,3854,22853,115380,419,Sim,1015903200,660000000,7267145886
,5172,16/01/2020,019,033,061,069,074,1063432800,0,(),000,94,652263,6056,15224,148303,341,Sim,1063432800,780000000,7315550690
,5173,17/01/2020,004,027,057,074,076,1185297200,0,(),000,93,734827,6487,15841,162315,348,Sim,1185297200,930000000,7369502457
,5174,18/01/2020,008,055,057,068,079,1141547400,1,([RECIFE][PE]),915388971,75,877553,5373,18420,144731,376,Não,1141547400,70000000,7421462842
,5175,20/01/2020,003,018,031,035,061,639569200,0,(),000,49,752545,3655,15171,93313,326,Sim,639569200,150000000,7450574435
,5176,21/01/2020,001,019,034,046,051,735371800,0,(),000,65,652281,4603,13851,115127,304,Sim,735371800,230000000,7484046721
,5177,22/01/2020,033,037,046,074,077,843654800,0,(),000,79,615713,5173,14139,121870,330,Sim,843654800,330000000,7522447779
,5178,23/01/2020,005,006,020,021,044,844835000,0,(),000,103,472906,6439,11375,144249,279,Sim,844835000,420000000,7560902557
,5179,24/01/2020,021,029,031,035,037,958145800,0,(),000,79,699270,4972,16707,124935,365,Sim,958145800,530000000,7604514960
,5180,25/01/2020,001,011,033,062,068,910628000,0,(),000,38,1381651,4712,16755,132709,327,Sim,910628000,620000000,7645964471
,5181,27/01/2020,004,012,021,044,045,1053653600,0,(),000,115,528252,8828,10347,186800,268,Sim,1053653600,750000000,7693924150
,5182,28/01/2020,014,021,026,044,058,1126034600,0,(),000,99,655779,7379,13230,170806,314,Sim,1126034600,870000000,7745178432
,5183,29/01/2020,020,027,028,055,058,1175682600,0,(),000,68,996832,6554,15552,164580,340,Sim,1175682600,1000000000,7798692566
,5184,30/01/2020,005,043,045,053,069,1297968000,0,(),000,85,880411,7252,15517,190326,325,Sim,1297968000,1150000000,7857772826
,5185,31/01/2020,002,039,044,049,065,1443286800,0,(),000,85,978981,8674,14426,202987,339,Sim,1443286800,1330000000,7923467634
,5186,01/02/2020,008,031,050,069,072,1361121000,0,(),000,73,1075016,6064,19460,157272,412,Sim,1361121000,1460000000,7985422461
,5187,03/02/2020,016,025,041,043,055,1554195000,0,(),000,92,973999,8382,16075,207923,356,Sim,1554195000,1650000000,8056165533
,5188,04/02/2020,012,023,031,035,063,1705051800,1,([CUIABA][MT]),1662062192,137,717559,10403,14210,248876,326,Não,1705051800,70000000,8133775228
,5189,05/02/2020,007,009,015,018,038,705570000,0,(),000,120,339000,7463,8196,139569,241,Sim,705570000,150000000,8165891011
,5190,06/02/2020,019,024,040,060,077,794972800,0,(),000,42,1091299,3891,17713,107517,352,Sim,794972800,250000000,8202076188
,5191,07/02/2020,003,020,053,057,078,917882400,1,([RIO DE JANEIRO][RJ]),256854894,50,1058419,5120,15543,129540,337,Não,917882400,70000000,8243855900
,5192,08/02/2020,007,018,032,053,072,692015400,0,(),000,46,867359,3821,15702,102466,322,Sim,692015400,150000000,8275354712
,5193,10/02/2020,023,026,028,051,062,747757200,0,(),000,45,958051,4119,15739,97259,366,Sim,747757200,240000000,8309390751
,5194,11/02/2020,013,017,036,054,070,867276600,2,([CAMPANARIO][MG][NATAL][RN]),122512964,116,431063,6875,10937,143601,287,Não,867276600,70000000,8348867014
,5195,12/02/2020,020,022,034,043,080,689430400,0,(),000,34,1169102,3109,19225,87621,375,Sim,689430400,160000000,8380248164
,5196,13/02/2020,002,015,024,030,068,758002000,0,(),000,60,728383,4293,15308,110794,326,Sim,758002000,240000000,8414750522
,5197,14/02/2020,012,018,024,054,058,865513200,1,([CANOAS][RS]),245652169,129,386834,7415,10120,149045,276,Não,865513200,70000000,8454146520
,5198,15/02/2020,002,038,053,058,059,648248600,0,(),000,53,705191,3590,15655,87007,355,Sim,648248600,150000000,8483653178
,5199,17/02/2020,034,041,062,074,079,737366600,0,(),000,35,1214664,2942,21730,77518,453,Sim,737366600,230000000,8517216263
,5200,18/02/2020,006,014,043,055,079,794527200,0,(),000,61,750965,4769,14444,113324,334,Sim,794527200,320000000,8553381156
,5201,19/02/2020,001,027,037,048,063,867908000,0,(),000,38,1316833,3807,19765,111373,371,Sim,867908000,420000000,8592886160
,5202,20/02/2020,003,021,030,046,059,907739400,0,(),000,49,1068085,4772,16492,119521,362,Sim,907739400,530000000,8634204190
