,Concurso,Data do Sorteio,Coluna1,Coluna2,Coluna3,Coluna4,Coluna5,Coluna6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa2,Rateio Faixa 3,Cidade,Valor Arrecadado,Estimativa para o próximo concurso,Valor Acumulado Próximo Concurso,Acumulado,Sorteio Especial,Observação
,167,15/05/1999,001,011,028,033,038,048,1,82,4997,210098021,1136411,18648,(),000,000,000,Não,Não,Ganhador da SENA do Estado do Rio de Janeiro
,168,22/05/1999,002,009,031,035,045,050,0,48,3528,000,1574370,21420,(),000,000,90683693,Sim,Não,MEGASENA - O prêmio está ACUMULADO
,169,29/05/1999,001,013,021,037,051,052,0,65,4489,000,1367908,19807,(),000,000,197380491,Sim,Não
,170,05/06/1999,007,041,046,051,055,058,0,50,6257,000,3238395,25878,(),000,000,1364309571,Sim,Não,A  MEGA-SENA  CONTINUA    "A C U M U L A D A" podendo passar de 16 MILHÕES DE REAIS
,171,12/06/1999,004,027,040,043,046,054,1,134,10378,1605241083,1498330,19346,(),000,000,000,Não,Não,UM GANHADOR DA MEGA-SENA no Estado do Rio de Janeiro - Capital
,172,19/06/1999,010,014,026,035,036,049,0,64,4592,000,1346012,18689,(),000,000,103373670,Sim,Não
,173,26/06/1999,017,028,029,042,049,050,1,40,3610,214831642,2322041,25632,(),000,000,000,Não,Não,O Ganhador da SENA é do Distrito Federal
,174,03/07/1999,011,022,023,036,052,059,0,44,3217,000,1784685,24318,(),000,000,94231358,Sim,Não,A MEGA-SENA  ( A C U M U L O U ) -  94231358
,175,10/07/1999,001,010,013,020,042,050,0,114,7058,000,809408,13025,(),000,000,204958299,Sim,Não,A SENA está ACUMULADA  em   204958299
,176,17/07/1999,001,003,004,028,045,053,0,62,5405,000,1669639,19080,(),000,000,329179461,Sim,Não
,177,24/07/1999,022,035,038,039,041,059,0,52,4408,000,2171629,25521,(),000,000,464689081,Sim,Não,A SENA ESTÁ ACUMULADA E O PRÊMIO ESTIMADO É DE  650000000!
,178,31/07/1999,005,015,019,026,027,033,1,198,13086,612953943,624011,9407,(),000,000,000,Não,Não,Ganhador do Estado de São Paulo
,179,07/08/1999,005,006,023,026,027,053,0,78,5646,000,1028159,14151,(),000,000,96235704,Sim,Não,Não Houve Ganhador da Sena MEGASENA  ACUMULADA
,180,14/08/1999,006,023,029,039,051,060,0,111,6978,000,1590798,25209,(),000,000,1214300993,Sim,Não,A MEGA SENA Acumulou - prêmio previsto superior a 14 Milhões
,181,21/08/1999,001,027,033,035,051,055,0,182,11797,000,1112707,17102,(),000,000,1457316271,Sim,Não,Estimativa de prêmio para a sena do próximo concurso:  18 milhões
,182,28/08/1999,003,005,010,028,046,060,0,239,17413,000,995478,13613,(),000,000,1742819422,Sim,Não,A  MEGASENA continua Acumulada
,183,04/09/1999,002,007,011,016,040,044,0,306,20677,000,946879,13960,(),000,000,2090513140,Sim,Não,A MEGASENA Acumulou!!! Prêmio previsto  acima  de  25 Milhões
,184,11/09/1999,009,016,021,034,041,060,0,217,15462,000,1469997,20553,(),000,000,2473300315,Sim,Não,A MEGA-SENA ACUMULOU NOVAMENTE!!! A PREVISÃO DE PREMIAÇÃO DO CONC 185 É DE  3000000000
,185,18/09/1999,017,022,043,046,055,059,0,366,24849,000,1227586,18013,(),000,000,3012456109,Sim,Não,A MEGA-SENA ACUMULOU!!! A ESTIMATIVA DE PRÊMIO É DE  3700000000
,186,25/09/1999,014,023,024,025,026,051,0,352,31164,000,1707224,19210,(),000,000,3733587486,Sim,Não,Megasena Acumulada Previsao de premio para o conc187 e de 46 Milhoes
,187,02/10/1999,006,036,041,044,048,058,0,397,39365,000,2305835,23166,(),000,000,4832087360,Sim,Não,Sorteio Conc 188 será domingo 10/10 às 20:30 h em Salvador/BA Vendas até às 16 h do domingo
,188,10/10/1999,017,027,034,042,043,046,1,1200,90235,6490551765,1151711,15258,(),000,000,000,Não,Não,Ganhador da MEGASENA é do Estado da  BAHIA Prêmio para o próximo concurso 1 MILHÃO
,189,16/10/1999,004,015,031,038,041,053,0,61,5485,000,2347618,26009,(),000,000,171845625,Sim,Não,A MEGA-SENA ACUMULOU PREVISÃO DE PRÊMIO PARA SENA CONC190 É DE  4500000000
,190,24/10/1999,005,010,021,032,040,042,0,304,21481,000,1492396,21041,(),000,000,4489598805,Sim,Não,A MEGASENA Acumulou!!!! prêmio previsto para o próximo concurso é de  53 Milhões
,191,31/10/1999,001,003,005,023,041,058,1,383,30477,5096841258,1321241,16541,(),000,000,000,Não,Não,MEGA-SENA  tem 01 Ganhador de MATO GROSSO DO SUL Campo Grande
,192,06/11/1999,001,026,028,041,054,060,0,53,4403,000,2300508,27587,(),000,000,146312278,Sim,Não,A MEGASENA Acumulou!!! Estimativa de prêmio para o próximo concurso acima de 3 Milhões
,193,13/11/1999,004,011,012,019,043,049,0,190,11415,000,719987,11939,(),000,000,310469258,Sim,Não,Previsão prêmio próximo concurso 530000000
,194,20/11/1999,025,028,032,033,042,043,0,106,7456,000,1286240,18218,(),000,000,474078992,Sim,Não,Previsão prêmio próximo concurso 670000000
